ID,Mass,RT,22-72b1-silique-NL-0V,22-72b1-silique-NL-10V,22-72b1-silique-NL-15V,22-72b1-silique-NL-20V,22-72b1-silique-NL-25V,22-72b1-silique-NL-30V,22-72b1-silique-NL-35V,22-72b1-silique-NL-40V,22-72b1-silique-NL-45V,22-72b1-silique-NL-0V
183,578.142,3.36,346139.7866,267690.5846,241087.4172,204289.9924,165230.8476,107391.3914,131082.9473,101870.1887,85579.66725,346139.7866
184,180.115,6.94,158338.4466,424393.8281,310571.5718,180930.0526,135977.4583,119510.8124,118431.3803,111370.0215,93651.23542,158338.4466
185,146.0693,0.88,156881.2457,110332.1312,94381.95534,104984.3519,109101.6857,127246.7222,130904.0601,142716.4844,145659.84,156881.2457
186,386.121,3.16,659220.3668,433256.0827,298971.2521,199801.7535,116054.0352,57916.64616,27187.85594,12749.76217,7112.215265,659220.3668
187,423.0323,1.22,154210.4983,160150.2915,143346.403,88751.85315,76993.09712,88247.32012,84507.95621,86087.85136,95683.107,154210.4983
188,914.4869,12.32,216942.864,166361.2433,125378.6184,84930.37793,55696.26455,35360.80774,25610.0355,18786.95164,11294.95718,216942.864
189,292.2031,14.98,1372.239136,1,1,92382.66767,194643.2769,294436.8378,337259.4886,342500.3132,321521.2568,1372.239136
190,210.0739,1,32892.04723,17707.61969,14206.09409,16925.59493,5626.150605,12906.35976,15741.93457,13244.65013,7862.590274,32892.04723
191,122.0037,4.75,89927.21934,259975.2485,251675.2884,233494.1494,183564.1351,143913.5867,98117.56964,68340.22014,51742.95036,89927.21934
192,204.0896,2.86,204976.1693,133641.7141,81131.58008,71541.09343,45593.61512,25522.52344,34008.80741,1,35598.44632,204976.1693
193,754.4136,12.31,302093.783,81391.64678,16731.79252,8638.279682,8146.990653,4255.239509,3512.194987,4061.026367,1,302093.783
194,446.243,13.47,225669.8186,231255.1875,150924.2212,135465.5176,60467.33283,66846.05714,119539.9477,101362.5398,82185.29999,225669.8186
195,464.2538,10.75,497607.6196,497339.2274,323668.5061,171488.4338,139858.0668,137821.526,135562.4265,126982.7508,108084.4249,497607.6196
196,328.2249,7.93,160806.5371,164864.1622,131453.4359,49250.25997,21771.31342,16064.15419,14715.49802,15411.62034,13572.50545,160806.5371
197,216.0539,4.44,4533.565227,15431.26921,41786.31997,93092.84699,138119.9864,161187.372,163817.8395,158344.266,142587.9492,4533.565227
198,628.4152,4.88,223074.9338,224898.5,139815.5313,39799.82031,6278.319824,2400.563721,2411.772949,3099.196045,3397.402832,223074.9338
199,778.4858,13.86,257393.0721,367131.8298,219242.3449,82085.79642,15635.30607,7387.625107,6231.698904,4855.046928,7068.964639,257393.0721
200,506.2636,12.44,193568.0748,202331.6553,219136.377,206023.1771,142367.9732,117859.3639,114830.2385,118397.4412,105913.1943,193568.0748
201,432.1991,4.58,215564.8139,73779.12602,11066.08107,11124.88487,9407.992205,3729.388062,3114.000198,3184.388652,3380.561746,215564.8139
202,292.2036,15.93,1,7670.713887,16624.37848,66350.78835,116761.8726,143261.6545,150861.8473,147608.787,140140.9548,1
203,224.1046,6.94,147879.105,170997.8297,75874.77293,76872.71613,81586.16558,72781.9324,49317.9556,35347.7062,25241.95541,147879.105
204,198.0529,2.39,52281.37713,198972.3502,208299.5229,188148.5211,146323.0562,118329.3681,99874.46199,84336.65132,66722.26653,52281.37713
205,692.3614,9.21,175890.1382,330795.3455,276482.7302,153991.0789,55052.50456,18818.39735,11812.85189,8600.436143,7574.822266,175890.1382
206,278.2246,19.41,1,13167.3622,69090.11358,133693.2473,142132.6519,143420.0073,136639.1341,127037.1653,119675.3946,1
207,138.0315,3.76,167730.3125,166515.1177,183668.4738,192454.2462,173713.3959,162146.7271,155518.3004,146320.7914,127428.3352,167730.3125
208,292.2038,10.39,21245.13135,122793.1992,366640.026,500258.9315,520446.1343,393712.0364,229066.9589,137041.5729,104095.7316,21245.13135
209,734.4233,13.4,243728.3016,331236.335,301981.9088,196039.8917,78673.75366,7735.270662,15334.04788,17472.96496,15931.58229,243728.3016
210,116.9279,21.25,125758.4055,181618.3704,113680.095,74332.62474,36858.70293,9677.776788,7251.020526,6195.430251,8788.257813,125758.4055
211,398.1425,11.45,1,22323.52974,138511.6815,239922.2207,253408.6845,175180.1016,113571.2805,46979.58379,40882.9133,1
212,942.6485,5.75,191069.46,193421.9219,191727.7031,185133.5313,186779.4373,187767.3406,172532.7882,144742.8594,94599.38281,191069.46
213,840.5226,11.91,183097.9781,187908.7337,176426.2321,102061.979,54131.2398,23352.99791,11445.57678,8892.865886,7665.872468,183097.9781
214,447.0732,3.54,1,1,1,1,164382.1381,237604.3182,250222.7983,223079.7222,197310.9412,1
215,264.1725,13.93,4662.68457,5446.860164,19682.56871,65811.2916,126780.7225,159344.1784,144397.7916,143796.3638,120313.3353,4662.68457
216,266.1879,13.91,5264.025391,55170.85718,98175.35807,131098.164,133590.9619,125678.0084,113274.257,85071.85211,102729.4343,5264.025391
217,380.0763,0.94,161484.582,168322.0163,126258.9141,65270.82813,24075.28962,5246.925688,2942.689067,2398.580078,2531.806499,161484.582
218,380.2045,8.24,136363.2043,1498.122314,1,1,1,1,1,1,1,136363.2043
219,493.1104,3.09,3587813.694,3620992.172,3477311.927,2543581.94,1166099.912,761463.4468,662019.191,667488.5815,196138.0058,3587813.694
220,616.1374,4.73,192038.4568,36264.21667,18977.72757,18938.58156,20799.18112,17248.05982,17896.71398,20726.05543,19603.23373,192038.4568
221,792.465,14.08,338772.9644,318832.9431,223461.2964,111296.9172,57851.48279,31223.57965,18230.39822,11287.06408,9700.880021,338772.9644
222,134.0214,5.03,105983.6427,178561.5107,167571.7244,146770.3304,109319.5732,86086.15885,54868.02541,45390.40865,30866.64299,105983.6427
223,556.2913,13.86,48110.24219,47264.22656,47307.70793,54501.86659,54912.32301,51845.37125,40340.88678,31313.94497,27940.9552,48110.24219
224,292.2036,12.48,149592.6826,134854.2128,99126.80976,98655.54087,119172.8064,115212.1757,123284.4005,131851.3328,1,149592.6826
225,632.1331,4.35,211670.3177,15747.95229,14354.91573,8209.636285,6333.201664,8309.953825,9113.364996,7472.149122,6670.237081,211670.3177
226,276.0289,1.01,205474.7195,191925.696,111992.0462,31705.81983,7075.972145,2276.481934,1232.206543,1,1,205474.7195
227,186.0292,15.27,50879.30362,499459.6176,757655.9776,709346.554,605323.2594,484245.8677,394549.4184,335213.2478,291952.2704,50879.30362
228,154.0267,2.24,105455.2006,121352.6321,85832.35001,84698.18081,74959.98415,66695.39395,32771.8828,39774.12911,36523.72605,105455.2006
229,126.0318,4.69,2322.512767,16080.51355,40847.12402,83157.65762,110336.4253,132090.35,147352.2754,161644.1309,169031.6061,2322.512767
230,854.5833,5.53,197696.4844,185395.9912,186766.3659,166587.8636,131074.5156,67157.125,21370.96094,8819.142578,9614.452148,197696.4844
231,448.0994,4.56,9745.810337,55180.55623,107063.366,151605.855,155260.5176,147068.0228,108473.4207,551660.8135,359877.7133,9745.810337
232,603.3945,4.88,190678.7188,186663.4063,170559.0021,144066.6937,69229.46094,20612.17578,8932.589844,5968.002441,6545.477051,190678.7188
233,112.016,0.95,78501.17079,186336.0372,205306.7856,303784.3071,402541.2638,406712.2303,395126.1325,354529.9667,320135.9751,78501.17079
234,495.1506,5.12,28264.34517,29445.13787,26650.78074,18070.58384,51525.44463,1,7224.515531,1,6433.244995,28264.34517
235,982.5486,13.85,275911.401,258311.7331,235527.763,201692.8908,157182.6897,107682.482,67507.08965,37997.44202,24513.87095,275911.401
236,176.0109,3.66,4295.652832,12450.32422,21746.63753,30262.26594,17087.377,17709.38485,47992.90126,92695.54883,149121.78,4295.652832
237,850.5065,14.75,225192.8548,38053.4741,8616.42275,5744.909017,5803.521959,3907.433943,4294.052584,3593.882708,3024.246307,225192.8548
238,692.2522,2.14,80607.27344,31113.79882,6747.983219,3512.128418,1894.396362,1,1092.092041,1214.865479,1712.44519,80607.27344
239,858.221,4.74,623734.0582,85039.35056,24709.59101,32100.75175,38422.43079,44906.22113,48493.10859,48800.93615,45613.64544,623734.0582
240,572.2958,13.41,151251.3735,162637.4526,205074.8874,196152.0606,174507.682,115510.0346,81980.35236,63675.58635,62036.85979,151251.3735
241,308.199,10.14,96603.87774,14967.87293,18698.33577,22808.09298,1,18652.57602,1,19262.74403,12864.12987,96603.87774
242,532.2878,11.22,274976.4076,50707.20595,3782.546665,2236.625,1,1827.77027,1836.056511,1764.470045,1,274976.4076
243,250.193,15.8,1,6478.631404,44494.09407,114416.9808,131121.687,137698.7824,125936.5062,115895.4869,103151.3272,1
244,544.215,7.07,272838.4296,204449.797,99756.93063,26630.28203,11096.90341,9022.097933,9103.95541,11340.38223,8163.524068,272838.4296
245,360.1055,2.8,107167.264,110341.5915,61995.27262,23754.7293,9800.956601,4921.064366,3894.42178,2693.897291,1638.297102,107167.264
246,405.1117,0.91,164064.3247,35434.60938,35884.41016,46593.54977,64303.1402,77375.09375,77591.58749,78446.92335,86482.97941,164064.3247
247,294.2194,9.21,1,1,26247.52397,82946.03176,137642.3743,155783.2866,151171.6982,126374.2463,108602.1638,1
248,194.058,5.05,406669.1518,466714.9338,443617.6507,370396.3857,297904.8124,266615.1858,238619.8463,203849.2161,186088.1802,406669.1518
249,219.1107,2.2,131538.2704,70002.53728,40009.58497,30418.11251,22082.11611,17023.33829,12609.93262,7843.903809,5478.487793,131538.2704
250,133.9307,18.29,112121.9809,8851.48444,1842.779557,1325.378687,1239.014459,1,1,1,1,112121.9809
251,418.2202,6.54,121614.057,78916.56863,60838.02489,31234.06271,22512.00066,12999.55489,11323.72663,8594.368493,6986.2361,121614.057
252,150.0318,4.09,7231.488358,13266.10712,14938.66175,16744.55817,31475.5103,78137.56306,143831.3495,179568.7951,194030.5055,7231.488358
253,734.4235,13.33,201217.5594,296060.4161,277916.1362,187883.2018,78028.74076,29007.36527,15446.58615,15408.39433,16118.61805,201217.5594
254,896.4764,12.4,178679.1347,248579.5014,273766.3626,258502.1105,174022.7774,92922.49735,40598.29562,23046.27885,19506.89429,178679.1347
255,135.0445,5.05,55126.39249,173077.5656,206631.831,228209.4974,250954.732,254155.0357,207006.0551,162750.8975,125446.4637,55126.39249
256,502.2412,7.06,330595.73,30038.37668,3357.795011,1,1242.649727,1142.57412,1,1,1,330595.73
257,782.4442,13.19,209163.1147,25122.98632,9468.708563,3972.417597,3844.286545,2828.9513,2850.078201,1,2548.89195,209163.1147
258,706.3918,12.52,17535.5159,18770.02815,392556.5173,11143.25239,4690.840472,8799.814763,4090.647461,5552.966934,2917.977007,17535.5159
259,684.3347,10.8,176894.1171,91825.61489,22068.17765,3115.958021,1633.382264,1862.966265,1,1618.814453,1,176894.1171
260,300.0268,3.42,8628.339356,9961.4275,1,16035.68756,17872.60387,46800.47351,168100.7518,385095.1901,612497.3434,8628.339356
261,810.4749,13.93,326639.1274,39696.51509,18588.97403,14594.04343,9260.677634,5971.324852,5720.237146,4875.642638,4634.292535,326639.1274
262,292.2037,11.74,131608.0497,126595.0358,93801.25062,47623.63427,63477.32702,91878.8693,105091.9766,114473.6867,104062.7369,131608.0497
263,610.1527,4.42,145440.0676,209669.8441,242538.4779,245433.6069,226179.1403,180741.4538,128948.5451,95846.0319,95067.59292,145440.0676
264,300.0846,2.42,78566.34986,64817.91285,32504.52297,15497.70278,11655.45762,10093.32845,7778.81999,4985.443472,2283.218789,78566.34986
265,624.1684,3.89,183947.2544,232557.3852,235262.5965,211125.9644,123397.4641,80420.79302,47616.01682,34110.1831,23361.52871,183947.2544
266,224.1413,11.56,1,1,10516.26944,47567.9313,109299.657,137953.1905,129126.6967,121133.1847,98502.34544,1
267,278.2245,11.56,1,5310.308652,17838.6219,29466.14772,62013.24624,107335.323,130047.197,142469.1933,146680.3383,1
268,235.0876,3.09,3123.483398,2014.294603,15319.99306,99530.94512,217386.5436,249265.5147,182999.7181,118274.0993,51214.12821,3123.483398
269,224.1412,12.41,1288.507324,5718.044771,23168.48395,55001.03646,88087.10893,107020.344,115893.1765,129770.1392,120455.5177,1288.507324
270,286.0688,3.14,149281.6178,130486.9612,78329.9558,32396.74006,14451.03533,11788.41962,13354.15947,12823.47879,13945.5982,149281.6178
271,896.476,12.33,153818.0801,225811.2715,265547.1732,229805.9776,158560.7818,85941.11633,49232.36397,34345.67432,29010.86284,153818.0801
272,724.4025,12.51,172920.7511,133478.8149,68160.24819,33664.5386,19452.93653,11611.23945,8882.435763,5473.237883,3641.108447,172920.7511
273,838.5066,13.76,178144.3387,52643.71461,14317.66317,8670.623346,6446.864557,6608.328225,6475.835612,5355.928994,4423.804077,178144.3387
274,123.0444,3.78,78799.89304,308216.63,404900.1566,249674.7219,156964.7002,155990.3438,166274.5572,155246.8926,122938.729,78799.89304
275,824.4903,15.08,213094.929,39372.84096,11275.85374,17786.20022,9492.701372,6388.297772,4388.108248,2432.369316,3345.554077,213094.929
276,644.1501,4.84,149766.1051,48412.35111,27824.82849,25015.75285,14322.45933,9017.378745,9546.723708,6222.854185,3912.280281,149766.1051
277,738.4165,14.57,150562.6023,110041.7234,31300.5655,1,12503.54396,1,4620.847375,4993.683824,9285.475586,150562.6023
278,310.2143,12.92,1,7548.970949,21450.6329,31411.20756,110362.0469,130108.861,106570.7264,84270.23481,80803.76459,1
279,438.1521,4.68,121297.1676,145384.8018,119956.0475,76884.93133,70100.56825,66307.79568,64955.22554,49191.69574,44279.49828,121297.1676
280,424.1859,3.83,180133.7221,116893.1408,38357.39029,5066.090344,2019.375649,1417.125194,1,1008.040505,1214.208049,180133.7221
281,596.2959,12.26,145684.5599,172340.8344,187533.1317,172340.3848,144390.0225,91347.75151,72705.87712,63401.89599,56836.97157,145684.5599
282,614.1171,4.72,627637.9127,92189.78107,1,49294.5634,50131.25871,16323.16085,35563.84021,35819.46867,9694.769763,627637.9127
283,488.3121,4.39,134277.1406,130351.2109,107195.3318,47276.92969,19316.09961,16440.29688,16076.46484,12574.12891,10290.22559,134277.1406
284,700.1478,3.44,130153.4567,65445.04891,14538.91242,4616.792913,5711.601682,3845.662226,5060.342093,4329.385405,5112.883031,130153.4567
285,186.0293,14.83,1,1,1,1,41478.81919,32116.27019,1,335085.0284,298041.4294,1
286,564.1078,4.09,136227.4934,150017.145,148069.7102,132353.4433,97491.9285,62695.60834,55661.64877,51367.66257,50566.40506,136227.4934
287,480.2485,9.41,98548.95489,100976.9519,73242.4854,45377.7197,21610.26885,21492.58727,22096.05748,17309.93999,15002.51925,98548.95489
288,1053.7333,5.93,176797.7188,176764.3125,167473.5938,176271.625,164469.5469,166349.3125,168291.9844,156501.5156,137170.75,176797.7188
289,212.0683,4.93,63098.73666,102253.2826,127849.3458,127080.3305,127083.564,127652.6431,121672.0085,116132.0156,103595.5221,63098.73666
290,289.9438,0.79,102452.9844,123520.0938,128414.9375,119721.1797,113122.0156,101401.2422,96772.46875,102554.5,103058.1953,102452.9844
291,476.2172,8.11,102458.4278,106566.7947,69146.06611,25075.52067,15128.99999,11705.14942,10292.02914,9779.542536,7754.347652,102458.4278
292,472.2306,5.25,221617.4171,141417.2063,110953.3523,161702.0876,183558.9743,163965.3167,126896.7459,100291.0012,58872.40718,221617.4171
293,502.2774,8.75,84667.89396,152679.5407,56641.44592,9269.721938,1840.946533,1,1,1,1,84667.89396
294,670.2106,4.16,134266.3418,134484.2018,90580.05775,51969.77106,34537.15964,29102.30623,28509.241,19095.82756,16264.17151,134266.3418
295,982.5852,18.03,290148.179,177101.0386,64995.19699,13158.40625,2965.67627,3445.679688,2738.61377,3599.918457,3660.361328,290148.179
296,738.4249,14.49,138815.1337,90122.08883,22169.8504,6282.587402,6240.637259,5371.018637,5189.962289,5201.827419,7287.117106,138815.1337
297,266.188,13.92,5264.025391,9847.813472,25848.49762,66738.64406,133555.9978,148835.3604,152373.628,123661.7042,99748.16006,5264.025391
298,498.3407,4.39,138275.4614,94267.36701,27227.23438,3828.825647,1,1,1,1,1,138275.4614
299,700.3878,12.7,140506.4329,41075.33023,6547.135646,2628.482953,1963.758552,2410.01264,2045.107687,1207.804749,1564.702956,140506.4329
300,434.2313,13.63,791421.7167,680544.6173,401106.4539,295191.9562,349552.9623,405247.2081,412680.9203,373268.8,317723.7571,791421.7167
301,164.0472,4.09,8013.221042,13119.4911,15885.69671,61855.61634,145053.3213,173497.0321,146183.5419,94829.38339,49853.00224,8013.221042
302,203.0793,1.68,191340.1196,97803.19152,43961.7906,25735.35286,23153.64844,20457.11663,19915.16406,15535.68262,13774.90234,191340.1196
303,480.2486,9.59,95872.77892,95585.56682,76372.94805,34210.62384,17439.95525,14254.26804,14006.35408,13286.31781,10927.42155,95872.77892
304,460.2305,6.35,174843.168,24363.34358,1,1,1,1170.896379,1,1,1,174843.168
305,756.2106,4.1,119623.4319,153963.3183,205293.5662,215789.4275,215707.0084,182432.5864,143517.3263,109686.3479,79115.3113,119623.4319
306,510.2588,7.74,67734.91703,72389.97457,64038.71248,29503.93233,13769.47321,7240.584569,7751.817645,6596.462045,6677.558149,67734.91703
307,824.4914,13.86,195573.4903,1,11218.03064,1,5323.131611,3378.976949,2508.863165,1,2126.14364,195573.4903
308,668.2884,6.68,205793.9378,36385.01206,5507.21914,2406.291797,2170.422797,1963.046924,1460.659157,1194.453264,1,205793.9378
309,597.1185,4.86,123104.2937,140742.3229,158081.8107,163288.4072,129442.2356,93677.07689,89125.33712,82505.70835,83361.74414,123104.2937
310,254.2245,15.26,23639.51552,250307.0363,336071.4123,182091.2151,91240.61133,11448.83551,78548.63185,92243.75513,75285.85456,23639.51552
311,766.4491,15.46,124372.0242,81537.44848,31048.00792,6705.916047,1,2871.257812,3571.122658,3106.670166,3310.344252,124372.0242
312,292.2036,13.32,1,16885.84581,39034.86111,83374.18592,136560.4972,138306.7636,137233.8005,1,204739.8887,1
313,155.0697,0.84,118782.0781,96750.10156,75739.27158,74589.96875,94332.38524,95940.81962,93545.34782,98666.51325,108652.9922,118782.0781
314,736.3514,8.53,513366.4085,147097.8038,21445.16831,3174.303599,1856.292214,1,1,1,1,513366.4085
315,851.2221,3.58,154963.1846,26314.06923,6159.229911,4660.954665,6218.483555,4172.107008,3690.341769,3513.111281,3333.391064,154963.1846
316,898.4919,12.2,149089.0933,300660.5526,366806.6966,340251.3331,263158.7993,136461.7076,65333.72273,34806.9609,24686.38037,149089.0933
317,266.1551,12.45,109293.3397,130215.1422,137415.8244,118821.8134,92997.54516,86476.04433,79152.38228,84009.62653,84304.04209,109293.3397
318,822.512,14.57,134288.5692,32950.60739,14785.20928,17381.26059,12739.84966,7299.44121,6780.223533,6925.813591,4604.478611,134288.5692
319,116.011,1.2,180810.7876,247529.9614,108712.0747,52019.95883,46852.51511,87261.64215,80676.5854,63767.28671,44212.44317,180810.7876
320,434.0638,7.08,187709.6715,148492.2188,123775.3672,119062.5156,126007.8516,108980.6233,98435.71875,75064.92969,63096.96875,187709.6715
321,294.2192,13.28,40470.20779,47734.05801,56273.75949,46782.28358,1,1,1,1,1,40470.20779
322,238.0476,5.4,155677.3222,186724.3444,166652.6827,134330.9002,92674.75742,67343.2672,41630.87517,31399.65991,24716.83812,155677.3222
323,448.1001,4.35,1,1,1,229907.5953,532456.5413,757620.453,743559.7352,551642.3955,359877.7133,1
324,424.2588,18.28,673255.274,559998.5617,304383.1118,162085.6457,94477.8831,63008.10788,51234.94743,38822.8522,22020.9079,673255.274
325,356.1654,16.41,140338.2567,150419.3125,127580.6094,78961.1875,38470.46875,22632.18945,20756.25977,16959.51172,17303.02344,140338.2567
326,478.2329,8.84,183445.9609,180870.02,136288.0051,56782.30107,29145.04699,21412.70362,18417.40145,18035.53393,15063.72041,183445.9609
327,292.2036,14.57,2310.688068,31135.00819,64407.79402,87245.98097,168810.0024,234671.3935,269519.1353,278687.1127,230748.4613,2310.688068
328,702.3377,11.56,84837.22636,90187.71534,75605.50878,21589.12878,12818.21774,12425.20079,12136.08411,14701.41685,14822.54279,84837.22636
329,434.2672,13.62,769080.6023,678681.3419,377175.1819,287951.5775,345971.3319,403672.7163,419145.7399,365577.2773,315077.8441,769080.6023
330,115.9961,0.81,70999.45704,104421.773,132268.9375,212564.6094,214793.7813,170720.624,143912.625,144891.1273,145630.4063,70999.45704
331,448.1077,3.04,114799.5725,128171.7257,89447.80664,1,1,1,1,1,1,114799.5725
332,898.4917,12.13,135369.6782,320728.5975,353016.4588,335948.0061,266877.6115,135516.3643,55992.66067,41520.85489,28085.10499,135369.6782
333,673.1482,3.43,280090.3257,90476.74276,14016.6904,3339.351393,2094.026034,1615.696655,1295.579102,1657.93761,1,280090.3257
334,712.3662,11.62,299433.3272,175568.8162,55116.20089,11611.41394,4103.00047,10954.25895,2806.862463,2457.881453,1976.670896,299433.3272
335,224.1411,13.34,1,6611.678826,16805.34417,32618.39877,70051.04403,116919.5854,100246.0763,112820.6991,100774.3483,1
336,648.2791,6.17,173855.0146,78238.40453,36935.63405,28484.42385,23054.7792,20541.16209,15207.95171,11044.17335,8128.119638,173855.0146
337,706.392,12.63,120002.0311,157800.7966,131776.1376,71556.59654,22283.6502,19973.64241,7407.376571,8217.994409,8929.828187,120002.0311
338,511.0958,5.32,128359.3683,4656.121475,1,1,1,1891.160944,2484.869535,1289.529967,1,128359.3683
339,668.1582,4.72,134874.4658,26926.17064,3417.309243,5514.022878,5898.74123,6958.863371,8674.397506,7894.079416,7035.253457,134874.4658
340,280.0578,4.75,73918.989,474266.4908,420771.7967,297309.9678,165465.3811,93484.62963,65941.9095,61082.22557,59988.34758,73918.989
341,822.5114,13.7,97109.80637,152838.4917,98689.74096,49880.62563,10746.61256,6058.515382,5773.478174,3643.234839,3622.121258,97109.80637
